email,Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
,47,Male,Bachelor's,20,Analyst,Finance,Teacher,Low,City_C,1,Online Courses,0,5.476702415
,33,Female,Master's,9,Engineer,Education,Teacher,High,City_B,1,Workshops,1,4.933216685
,47,Female,High School,7,Manager,Healthcare,Software Developer,High,City_C,1,Workshops,0,4.536030662
,34,Male,Master's,4,Consultant,Education,Nurse,Low,City_B,1,Certifications,1,18.65412898
,39,Male,High School,19,Consultant,Education,Financial Analyst,Medium,City_C,1,Certifications,1,5.75663654
,46,Female,Ph.D.,22,Analyst,Healthcare,Nurse,High,City_A,1,Certifications,1,7.227120827
,54,Male,Ph.D.,19,Engineer,Education,Financial Analyst,Medium,City_A,1,Certifications,1,16.67199162
,33,Female,High School,6,Analyst,Healthcare,Financial Analyst,Low,City_C,1,Workshops,1,4.398661721
,57,Female,Bachelor's,27,Analyst,Healthcare,Software Developer,Low,City_B,1,Online Courses,0,18.21804118
,25,Male,High School,13,Analyst,Healthcare,Nurse,High,City_B,1,Workshops,0,10.46179245
,26,Male,High School,11,Analyst,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,0,5.828821963
,58,Female,Bachelor's,13,Consultant,IT,Teacher,High,City_C,1,Certifications,1,5.080181841
,29,Female,Ph.D.,13,Consultant,Healthcare,Financial Analyst,Low,City_C,1,Workshops,0,17.09254189
,49,Female,Master's,28,Analyst,Finance,Teacher,Medium,City_A,1,Workshops,0,10.92066272
,52,Male,High School,25,Analyst,Finance,Teacher,High,City_A,1,Certifications,1,9.087907454
,30,Female,Bachelor's,22,Engineer,Finance,Nurse,High,City_C,1,Online Courses,1,7.382232924
,50,Female,High School,28,Analyst,Healthcare,Teacher,High,City_A,1,Certifications,1,9.738929337
,35,Female,Bachelor's,20,Consultant,Finance,Financial Analyst,Low,City_B,1,Workshops,0,17.39505016
,43,Female,Master's,15,Manager,IT,Teacher,High,City_B,1,Certifications,0,24.77114081
,32,Female,Master's,21,Consultant,Education,Nurse,Medium,City_C,1,Certifications,1,15.87833194
,44,Male,Ph.D.,13,Engineer,Healthcare,Software Developer,High,City_B,1,Online Courses,0,21.49406408
,22,Female,Bachelor's,22,Consultant,Finance,Financial Analyst,Low,City_C,1,Certifications,0,18.31119989
,58,Female,Bachelor's,11,Manager,IT,Financial Analyst,High,City_B,1,Certifications,1,12.35527985
,42,Female,Ph.D.,19,Analyst,Education,Nurse,Low,City_C,1,Certifications,0,4.758447226
,47,Female,Ph.D.,8,Manager,IT,Nurse,Low,City_B,1,Workshops,1,24.49741011
,57,Male,Bachelor's,20,Analyst,Finance,Nurse,Medium,City_B,1,Workshops,0,5.693873043
,44,Male,Ph.D.,8,Analyst,IT,Nurse,Medium,City_A,1,Online Courses,1,22.34082965
,22,Male,Master's,10,Consultant,Education,Financial Analyst,High,City_A,1,Certifications,0,13.26644819
,36,Female,High School,26,Consultant,Finance,Software Developer,Low,City_A,1,Workshops,0,22.81466719
,42,Female,Master's,16,Consultant,Education,Teacher,Low,City_A,1,Online Courses,1,25.85192887
,30,Male,Ph.D.,19,Engineer,IT,Teacher,Medium,City_A,1,Certifications,1,16.98948992
,30,Male,Bachelor's,26,Consultant,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,3.624268362
,31,Male,Bachelor's,23,Engineer,Healthcare,Software Developer,High,City_C,1,Online Courses,1,3.940513148
,47,Female,Master's,11,Consultant,Healthcare,Software Developer,Low,City_C,1,Online Courses,0,16.22752674
,56,Female,Bachelor's,13,Analyst,Healthcare,Nurse,Medium,City_A,1,Online Courses,1,32.63964186
,46,Male,Ph.D.,28,Engineer,Education,Financial Analyst,High,City_C,1,Online Courses,1,1.902875493
,47,Male,Master's,9,Manager,Healthcare,Financial Analyst,Low,City_A,1,Online Courses,1,7.85766555
,32,Male,Bachelor's,20,Engineer,Education,Financial Analyst,Low,City_C,1,Online Courses,1,26.32251147
,59,Female,High School,24,Engineer,Finance,Nurse,Medium,City_B,1,Certifications,1,8.91837979
,23,Female,High School,19,Manager,Healthcare,Financial Analyst,High,City_C,1,Certifications,0,9.342465608
,28,Female,Ph.D.,16,Engineer,Education,Nurse,Medium,City_C,1,Online Courses,1,1.219881784
,39,Male,Bachelor's,7,Analyst,Healthcare,Financial Analyst,High,City_C,1,Certifications,1,9.896527629
,48,Male,Ph.D.,19,Consultant,Healthcare,Software Developer,Low,City_B,1,Online Courses,1,7.390204584
,55,Female,Master's,12,Manager,Healthcare,Teacher,High,City_A,1,Certifications,0,5.683530034
,48,Male,High School,15,Consultant,Education,Teacher,High,City_C,1,Workshops,0,26.68084536
,38,Female,Master's,23,Analyst,IT,Nurse,High,City_C,1,Online Courses,0,5.666663193
,45,Male,Bachelor's,14,Manager,Healthcare,Financial Analyst,High,City_B,1,Workshops,1,3.921622516
,46,Male,Ph.D.,11,Consultant,Healthcare,Teacher,High,City_A,1,Online Courses,1,6.604190323
,28,Male,Ph.D.,26,Consultant,Finance,Software Developer,Medium,City_C,1,Online Courses,0,1.836822488
,27,Male,Ph.D.,10,Analyst,IT,Software Developer,High,City_B,1,Workshops,0,21.34679859
,45,Female,Master's,27,Consultant,Education,Software Developer,High,City_A,1,Workshops,1,18.58145535
,54,Male,High School,11,Analyst,Finance,Nurse,Low,City_A,1,Workshops,1,10.35233014
,50,Female,Master's,6,Engineer,Healthcare,Nurse,High,City_C,1,Online Courses,1,14.71951154
,43,Female,Master's,2,Analyst,Finance,Financial Analyst,Low,City_C,1,Workshops,0,15.69583978
,47,Female,Bachelor's,11,Engineer,Finance,Software Developer,Medium,City_C,1,Workshops,1,4.839121042
,49,Male,Bachelor's,19,Manager,Healthcare,Financial Analyst,Medium,City_C,1,Certifications,1,22.63073819
,42,Female,Bachelor's,6,Consultant,IT,Financial Analyst,High,City_B,1,Certifications,0,9.040086575
,28,Female,High School,14,Analyst,IT,Software Developer,Medium,City_B,1,Workshops,0,6.502877265
,38,Female,High School,20,Analyst,Finance,Financial Analyst,High,City_C,1,Workshops,0,27.96477196
,41,Male,Bachelor's,6,Consultant,Healthcare,Teacher,Medium,City_A,1,Workshops,1,19.34246185
,41,Male,Bachelor's,17,Consultant,Education,Nurse,High,City_C,1,Workshops,0,5.475288844
,43,Female,High School,10,Manager,Finance,Financial Analyst,High,City_A,1,Certifications,0,1.543616819
,49,Male,Ph.D.,28,Manager,Education,Software Developer,Low,City_A,1,Online Courses,1,6.461737332
,28,Female,High School,1,Analyst,Finance,Nurse,Low,City_A,1,Workshops,1,8.27493759
,22,Female,High School,3,Manager,Finance,Nurse,Low,City_B,1,Workshops,0,7.741072488
,53,Male,High School,8,Engineer,Healthcare,Financial Analyst,Low,City_A,1,Certifications,1,2.826724727
,34,Female,Bachelor's,8,Manager,Healthcare,Teacher,High,City_A,1,Workshops,0,8.760632766
,51,Male,Ph.D.,27,Manager,Education,Financial Analyst,Medium,City_B,1,Workshops,1,4.082879491
,44,Male,High School,20,Analyst,Education,Teacher,High,City_A,1,Certifications,1,9.518575405
,40,Female,Bachelor's,22,Engineer,IT,Nurse,Low,City_A,1,Workshops,0,28.86854733
,53,Male,Master's,15,Manager,Healthcare,Financial Analyst,Low,City_C,1,Workshops,0,5.375878197
,51,Male,Master's,24,Engineer,Finance,Software Developer,Medium,City_A,1,Certifications,0,14.52676557
,50,Female,High School,7,Engineer,Finance,Financial Analyst,Low,City_A,1,Online Courses,1,3.228850886
,50,Female,Master's,11,Engineer,IT,Teacher,High,City_A,1,Workshops,0,19.17256975
,51,Male,Ph.D.,7,Consultant,Healthcare,Teacher,High,City_A,1,Workshops,1,14.16595446
,37,Male,Master's,29,Consultant,Finance,Financial Analyst,High,City_A,1,Online Courses,1,36.42157155
,40,Female,Master's,4,Consultant,IT,Teacher,High,City_B,1,Certifications,0,15.68840648
,39,Male,Ph.D.,25,Consultant,IT,Nurse,High,City_A,1,Online Courses,1,24.69367066
,22,Male,High School,12,Analyst,Finance,Financial Analyst,Medium,City_A,1,Workshops,1,2.764262815
,35,Male,High School,26,Manager,Finance,Teacher,High,City_B,1,Online Courses,0,13.24958307
,23,Male,Ph.D.,6,Consultant,Education,Financial Analyst,Low,City_B,1,Certifications,1,11.28785893
,49,Male,Ph.D.,14,Analyst,Healthcare,Financial Analyst,Low,City_A,1,Workshops,1,15.3837288
,51,Male,Ph.D.,12,Manager,Education,Software Developer,Low,City_A,1,Certifications,0,5.869638287
,59,Male,Master's,11,Consultant,IT,Financial Analyst,Low,City_A,1,Certifications,0,12.46175707
,25,Female,Ph.D.,19,Manager,Finance,Software Developer,Medium,City_C,1,Online Courses,1,19.43189345
,22,Female,Bachelor's,21,Consultant,Education,Teacher,Low,City_C,1,Online Courses,1,22.54674221
,29,Female,Master's,5,Analyst,IT,Software Developer,Medium,City_A,1,Certifications,1,4.229457462
,50,Female,High School,14,Engineer,Healthcare,Software Developer,Low,City_B,1,Certifications,1,14.59739182
,24,Female,High School,21,Engineer,Finance,Software Developer,Medium,City_A,1,Workshops,0,26.34692647
,53,Male,High School,24,Manager,Education,Nurse,Medium,City_B,1,Certifications,1,14.69812522
,31,Male,Master's,16,Analyst,Healthcare,Software Developer,Medium,City_B,1,Certifications,1,9.445796669
,31,Male,Bachelor's,25,Engineer,Education,Financial Analyst,Low,City_B,1,Online Courses,1,18.61347143
,40,Male,Ph.D.,13,Consultant,IT,Software Developer,Medium,City_A,1,Certifications,1,5.206694502
,55,Female,Ph.D.,25,Engineer,Healthcare,Financial Analyst,High,City_A,1,Certifications,0,24.28526926
,54,Male,High School,29,Manager,Education,Software Developer,High,City_B,1,Online Courses,1,14.35525237
,44,Male,High School,22,Manager,Healthcare,Nurse,Low,City_C,1,Workshops,0,13.53246852
,49,Female,Master's,22,Analyst,IT,Teacher,High,City_C,1,Online Courses,0,17.16645857
,53,Male,Bachelor's,25,Manager,Healthcare,Software Developer,High,City_C,1,Online Courses,0,23.0658049
,28,Male,Ph.D.,20,Engineer,Education,Software Developer,High,City_B,1,Certifications,0,14.67992958
,50,Female,Master's,22,Engineer,IT,Nurse,Low,City_A,1,Certifications,0,13.67323078
,29,Male,Ph.D.,4,Engineer,Finance,Software Developer,Low,City_B,1,Workshops,1,5.894111709
,22,Male,High School,11,Engineer,Education,Financial Analyst,High,City_C,1,Certifications,0,9.742566403
,24,Male,Ph.D.,17,Analyst,Education,Software Developer,Low,City_A,1,Workshops,0,18.57291139
,45,Male,Bachelor's,7,Consultant,IT,Software Developer,Medium,City_B,1,Workshops,0,2.444288287
,44,Male,Bachelor's,14,Consultant,IT,Teacher,High,City_B,1,Workshops,1,5.597974074
,29,Female,High School,26,Analyst,Finance,Teacher,Low,City_C,1,Workshops,0,4.490389799
,58,Female,Bachelor's,11,Manager,Education,Software Developer,Low,City_B,1,Certifications,1,25.76410222
,24,Female,Bachelor's,28,Consultant,IT,Nurse,High,City_A,1,Online Courses,0,8.996962444
,54,Female,Master's,22,Manager,Finance,Teacher,Low,City_C,1,Online Courses,0,27.2158978
,49,Female,Ph.D.,9,Consultant,Finance,Software Developer,High,City_C,1,Certifications,1,6.117239626
,29,Female,High School,23,Manager,IT,Teacher,Low,City_A,1,Certifications,1,29.32838634
,55,Male,High School,13,Analyst,Education,Software Developer,Medium,City_C,1,Workshops,1,16.82824505
,56,Female,High School,23,Engineer,Healthcare,Teacher,High,City_B,1,Certifications,0,29.80795592
,53,Female,High School,18,Manager,Healthcare,Teacher,Medium,City_B,1,Online Courses,1,15.05238921
,45,Male,High School,28,Engineer,Finance,Financial Analyst,High,City_C,1,Certifications,1,2.418708085
,35,Male,Bachelor's,11,Manager,Healthcare,Software Developer,Low,City_A,1,Certifications,1,17.07855353
,53,Female,Master's,15,Manager,Healthcare,Software Developer,Medium,City_B,1,Workshops,1,1.08891646
,37,Male,High School,25,Manager,IT,Software Developer,Low,City_A,1,Workshops,1,26.84564197
,25,Female,Master's,26,Manager,Finance,Software Developer,High,City_B,1,Workshops,0,24.92837879
,58,Male,Master's,25,Manager,Education,Teacher,High,City_B,1,Workshops,1,3.169267591
,42,Female,Bachelor's,22,Engineer,Finance,Financial Analyst,High,City_C,1,Online Courses,0,1.581441833
,35,Male,High School,29,Manager,IT,Financial Analyst,High,City_C,1,Certifications,1,19.26513209
,52,Male,Bachelor's,19,Engineer,Healthcare,Nurse,High,City_A,1,Certifications,1,11.80147726
,39,Female,High School,1,Analyst,Education,Software Developer,Medium,City_C,1,Workshops,0,8.164334394
,28,Female,Bachelor's,4,Consultant,Finance,Nurse,High,City_B,1,Online Courses,0,21.03061306
,31,Female,Master's,14,Manager,Healthcare,Teacher,Low,City_B,1,Online Courses,0,8.582743462
,28,Female,High School,14,Consultant,Finance,Nurse,Medium,City_A,1,Certifications,0,9.592783111
,54,Female,Ph.D.,3,Engineer,Education,Software Developer,Low,City_A,1,Workshops,1,20.95431416
,44,Male,Master's,28,Analyst,Finance,Financial Analyst,High,City_B,1,Certifications,0,28.85155464
,42,Female,Ph.D.,17,Analyst,Finance,Financial Analyst,Low,City_C,1,Certifications,1,13.32838876
,40,Female,Master's,3,Analyst,Finance,Software Developer,Medium,City_C,1,Online Courses,1,15.84745169
,40,Male,Bachelor's,16,Consultant,Healthcare,Teacher,Medium,City_A,1,Online Courses,1,9.951090114
,57,Male,High School,14,Engineer,Education,Software Developer,Medium,City_A,1,Certifications,0,7.96133083
,50,Female,Master's,20,Manager,Education,Teacher,Low,City_B,1,Workshops,0,7.539136375
,39,Male,Bachelor's,29,Manager,Healthcare,Financial Analyst,Medium,City_B,1,Workshops,0,4.249815211
,23,Male,High School,13,Engineer,Healthcare,Teacher,Low,City_A,1,Certifications,1,15.96988226
,22,Female,High School,15,Consultant,Healthcare,Software Developer,High,City_B,1,Certifications,0,6.885260094
,26,Male,Master's,14,Manager,IT,Software Developer,High,City_A,1,Workshops,0,18.12549601
,41,Male,High School,24,Engineer,Finance,Software Developer,Low,City_A,1,Workshops,1,7.344861746
,32,Female,Master's,25,Manager,Finance,Teacher,Medium,City_C,1,Workshops,0,29.14983116
,23,Female,High School,19,Analyst,Education,Teacher,Low,City_A,1,Certifications,1,4.200835895
,24,Male,Ph.D.,6,Manager,Finance,Teacher,Low,City_B,1,Online Courses,0,4.906000149
,44,Male,Bachelor's,10,Consultant,IT,Financial Analyst,Low,City_C,1,Workshops,0,24.63051231
,33,Female,Ph.D.,27,Engineer,Healthcare,Nurse,High,City_C,1,Workshops,0,21.57150823
,41,Male,Master's,15,Consultant,Education,Nurse,Low,City_B,1,Workshops,0,2.250347319
,26,Male,Ph.D.,21,Engineer,Education,Software Developer,High,City_B,1,Certifications,0,15.24343103
,58,Male,Master's,22,Analyst,Finance,Financial Analyst,Low,City_B,1,Online Courses,1,5.440975305
,59,Female,High School,20,Engineer,Education,Teacher,High,City_A,1,Online Courses,0,1.566787961
,51,Male,High School,26,Manager,Healthcare,Software Developer,Low,City_C,1,Workshops,0,15.82458656
,30,Male,Master's,6,Manager,Education,Financial Analyst,Low,City_A,1,Certifications,0,26.15023193
,55,Female,Ph.D.,23,Analyst,Healthcare,Software Developer,Medium,City_A,1,Online Courses,0,7.577665959
,56,Male,High School,25,Engineer,IT,Financial Analyst,Medium,City_A,1,Certifications,0,23.09696125
,43,Male,Bachelor's,10,Analyst,IT,Financial Analyst,Low,City_A,1,Online Courses,0,35.0016815
,45,Female,High School,7,Manager,Healthcare,Nurse,Low,City_C,1,Workshops,0,5.767524521
,38,Female,Bachelor's,22,Consultant,Finance,Software Developer,Low,City_C,1,Certifications,1,9.842219612
,31,Female,Ph.D.,17,Analyst,Education,Teacher,Low,City_A,1,Workshops,1,20.52827221
,51,Female,Bachelor's,18,Consultant,Finance,Nurse,Medium,City_B,1,Online Courses,0,25.61651667
,44,Male,Bachelor's,17,Consultant,Education,Nurse,High,City_C,1,Online Courses,1,8.657313998
,53,Male,Bachelor's,9,Engineer,IT,Teacher,Low,City_A,1,Workshops,0,2.395848438
,38,Female,Bachelor's,10,Analyst,IT,Financial Analyst,Medium,City_B,1,Online Courses,1,1.136948767
,38,Female,High School,10,Consultant,IT,Teacher,Low,City_B,1,Workshops,0,28.82579901
,35,Male,Bachelor's,25,Consultant,Education,Software Developer,Low,City_A,1,Workshops,0,1.884803142
,30,Female,High School,7,Engineer,IT,Teacher,High,City_C,1,Workshops,1,2.03890276
,23,Male,Bachelor's,16,Engineer,IT,Financial Analyst,Low,City_B,1,Online Courses,0,7.702126538
,46,Female,Master's,29,Manager,IT,Teacher,Low,City_C,1,Certifications,1,3.434813597
,30,Male,Ph.D.,18,Consultant,IT,Financial Analyst,High,City_C,1,Workshops,0,27.44220818
,43,Female,Bachelor's,6,Manager,Finance,Financial Analyst,High,City_B,1,Certifications,0,9.256662335
,25,Female,Master's,27,Consultant,IT,Software Developer,High,City_A,1,Online Courses,0,21.43077644
,47,Male,Bachelor's,20,Manager,IT,Teacher,High,City_B,1,Online Courses,0,11.14013189
,50,Female,Bachelor's,1,Engineer,Finance,Teacher,Medium,City_B,1,Certifications,1,1.959065954
,55,Male,Bachelor's,1,Analyst,Finance,Software Developer,Medium,City_C,1,Workshops,0,2.174161253
,44,Male,Master's,12,Engineer,Education,Financial Analyst,Medium,City_A,1,Online Courses,1,1.560004258
,58,Male,Ph.D.,21,Manager,Healthcare,Teacher,Low,City_C,1,Workshops,1,1.788781409
,32,Male,Master's,28,Manager,IT,Software Developer,High,City_B,1,Workshops,0,28.62316182
,27,Male,Ph.D.,2,Analyst,IT,Financial Analyst,High,City_A,1,Certifications,0,3.887785405
,39,Female,Bachelor's,4,Consultant,IT,Software Developer,Medium,City_A,1,Online Courses,1,22.88378928
,42,Female,High School,17,Manager,Education,Teacher,Low,City_A,1,Certifications,1,8.832174924
,57,Male,Bachelor's,4,Manager,IT,Software Developer,Low,City_A,1,Online Courses,0,24.92531448
,59,Female,Ph.D.,11,Manager,Healthcare,Nurse,Low,City_A,1,Certifications,1,5.77573531
,55,Male,Master's,22,Analyst,Finance,Financial Analyst,Medium,City_B,1,Online Courses,1,10.37111078
,38,Female,Bachelor's,26,Engineer,Education,Nurse,Low,City_B,1,Online Courses,1,7.387905555
,58,Female,Master's,4,Manager,Finance,Nurse,Low,City_B,1,Online Courses,0,4.265458523
,46,Female,Master's,1,Analyst,IT,Financial Analyst,Low,City_C,1,Workshops,1,12.12728266
,59,Female,Master's,7,Manager,IT,Financial Analyst,High,City_A,1,Workshops,1,8.582197665
,33,Male,Bachelor's,18,Consultant,IT,Software Developer,Medium,City_A,1,Certifications,1,4.043948655
,44,Male,Master's,9,Analyst,Healthcare,Financial Analyst,High,City_B,1,Certifications,1,2.964239493
,43,Female,Master's,29,Manager,Healthcare,Nurse,High,City_A,1,Online Courses,0,8.843068582
,42,Female,Bachelor's,3,Analyst,Education,Nurse,Medium,City_C,1,Online Courses,0,27.64108809
,48,Male,Master's,8,Manager,Finance,Teacher,High,City_A,1,Workshops,1,11.09915749
,52,Female,Bachelor's,29,Engineer,IT,Financial Analyst,Low,City_A,1,Workshops,1,28.81913243
,27,Male,Ph.D.,24,Manager,IT,Nurse,Low,City_C,1,Workshops,1,21.21494156
,48,Male,Ph.D.,19,Analyst,IT,Teacher,Low,City_B,1,Certifications,0,23.17555357
,55,Male,Ph.D.,4,Consultant,IT,Teacher,Low,City_B,1,Workshops,0,1.568342817
,33,Female,Master's,18,Consultant,Healthcare,Software Developer,Medium,City_A,1,Certifications,1,25.63988571
,28,Male,High School,20,Consultant,Finance,Nurse,High,City_C,1,Workshops,1,13.331325
,31,Female,High School,27,Manager,Finance,Software Developer,High,City_B,1,Workshops,0,10.97823651
,38,Male,Master's,11,Engineer,Education,Nurse,Low,City_B,1,Online Courses,1,9.179444927
,47,Female,High School,27,Manager,Healthcare,Software Developer,Low,City_B,1,Certifications,1,9.551515067
,42,Female,Bachelor's,14,Consultant,IT,Software Developer,High,City_A,1,Workshops,0,25.09853673
,49,Female,High School,25,Analyst,Finance,Financial Analyst,Medium,City_C,1,Online Courses,0,7.787816793
,23,Male,Master's,18,Consultant,Finance,Software Developer,High,City_A,1,Certifications,0,21.44275494
,22,Male,Master's,28,Analyst,Healthcare,Financial Analyst,Low,City_B,1,Certifications,0,7.638500456
,57,Female,Bachelor's,28,Engineer,Education,Teacher,Low,City_C,1,Workshops,0,8.176779742
